     TIC_ID            APOGEE_ID        GAIA_SOURCE_ID   APOGEE_TEFF   APOGEE_TEFF_ERR   APOGEE_LOGG   APOGEE_LOGG_ERR           GAIA_PARALLAX    GAIA_PARALLAX_ERROR        J   J_ERR        H   H_ERR        K   K_ERR              M_H          ALPHA_M   numax_COR   numax_err_COR   dnu_COR   dnu_err_COR   numax_BHM   numax_err_BHM    dnu_BHM   dnu_err_BHM   numax_A2Z   numax_err_A2Z   dnu_A2Z   dnu_err_A2Z  
  358174252   2M04421801-7550473   4628159215170260736      5145.972          99.03627     2.5151234       0.058514386       0.301431506354286    0.01374367930368943   11.778   0.023    11.29   0.026   11.197   0.025      -0.42165154         0.187819       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  261258022   2M05583830-7803200   4647718083918533632     4603.6416          88.41607      2.645436        0.05281051      0.6119203519519403   0.018579576172848722   10.802   0.023   10.174   0.024   10.026   0.021       0.18749845        -0.016418       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141627930   2M05583798-7758013   4647724680988297216      4763.461           97.2594     2.7132602       0.060042597      0.5876938768586057    0.02000850397590795   11.067   0.021   10.481   0.024   10.379   0.024      -0.14767155         0.020556       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141610491   2M05554858-7754356   4647729663150355968     4633.9473          94.60071     2.5789986       0.058403805      0.4357070365471883   0.014102152405644539    11.35   0.024   10.716   0.027   10.579   0.025      -0.18438154         0.047294       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141610486   2M05552702-7753224   4647729731869782144     5022.7056          91.16852     2.6908019       0.048488576      1.7469942211104692   0.025135516953625446    7.587   0.029    7.069   0.046    6.943   0.027      -0.01727855        -0.057494       64.33             1.1     5.429         0.011       63.35           3.215    5.50418        0.0401       60.37            5.79      5.33          0.15  
  141527168   2M05494141-7738478   4647749175185644160     4616.8955          88.12636       2.49968        0.06380787       0.565895087839642   0.021161039612082252   10.663   0.022   10.076   0.026    9.906   0.023      -0.42648154         0.212059       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141610600   2M05570286-7740031   4647757150940923392      4221.169          70.95794     1.7074745       0.053761188      0.6379294272428783    0.02819379355501488    8.519   0.026    7.822   0.034    7.595    0.02      -0.05517155      0.016789999        6.31            0.23     1.045         0.016        6.54           0.535     1.0929           0.0     -9999.0         -9999.0   -9999.0       -9999.0  
  141544297   2M05514270-7737439   4647771994347865600     4174.3135          71.69417     1.5246783       0.056598205      0.4876475121390288   0.022929555080466735    8.797   0.024    8.064   0.046    7.851   0.029      -0.28779155         0.205159        4.25            0.16     0.795         0.004     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  141527191   2M05505892-7734282   4647772471088251904       4673.99          86.33518     2.4136517       0.064335756     0.35147912054880326   0.022287857267963705   10.615   0.025    9.991   0.027    9.855   0.025      -0.36225155      0.056792997       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141544251   2M05514277-7733152   4647772750262105984      5054.455         107.84845     3.4756675       0.061988372       1.021476070829621   0.022046734390862043    11.03   0.021   10.557   0.024   10.433    0.02      -0.00734945    0.00045999885       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141527244   2M05504078-7725418   4647775980077497984      5158.631        115.927826        3.5523       0.068012945      1.1473307516969993   0.020890125301237336   11.114   0.023   10.651   0.025   10.584   0.021      -0.26701155      0.029012002       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141473876   2M05472509-7747563   4647786906474497024     4987.1777         113.79633     2.3725047       0.052478753     0.36881721498702397   0.012659006626573667   11.348   0.021   10.803   0.023   10.669   0.019       -0.5487915         0.243199       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141473749   2M05454474-7744030   4647790445527544704      4839.103         112.10551     3.2895637       0.053454228      0.7299287583389286   0.017427474900577666   11.427    0.02   10.839   0.021   10.729   0.022       0.18362845         0.021456       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141526993   2M05490302-7740471   4647794156379198976     4691.2954         89.840675     2.5190861       0.060395673      0.6027615501336356   0.022070342160046743   10.501   0.023    9.901   0.021    9.797   0.022      -0.17157155      0.053602003       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141473688   2M05454602-7730567   4647799447778763520        4832.7            87.414     2.7508116       0.065268554        1.16519050597982   0.020906808104058105    9.288   0.022    8.709   0.023    8.571   0.021      -0.22900155      0.036666997     -9999.0         -9999.0   -9999.0       -9999.0       55.66           3.605    6.13334     0.0581666        59.4            6.19       6.8          0.23  
  364588936   2M05402782-7717545   4647819307707473792      4593.161          79.26782     2.7003117       0.053081784       0.888437402201032   0.021176412102034133    9.995   0.025    9.422   0.025    9.238   0.021       0.27345845     0.0014149994       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141478847   2M05473310-7724477   4647822331364526592       4571.56          75.62501     2.3797548       0.028382137      0.8060710026162379    0.02070525986539506    9.938   0.023    9.349   0.025    9.177   0.022       0.33100846     -0.009239001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141473617   2M05462718-7715257   4647827760203167488     4565.2847          78.33555     2.4698815        0.05771607       1.072403849520183    0.01974077730867718    9.385   0.022    8.782   0.023    8.607   0.019      -0.02512955         0.084039       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141473625   2M05462257-7717209   4647827794562907392      4600.945         90.459595     2.5642362        0.05726332      0.5402864017397646   0.019267790391387166   10.973   0.019   10.401   0.023   10.233   0.019      -0.11126155         0.113519       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  370233725   2M05431723-7716079   4647838854102365312      4620.598          83.93809     2.5504498       0.058421046     0.39420425121540886   0.018992254441447764   10.772   0.024   10.196   0.023   10.052   0.021     -0.074757546      0.103309005       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  364588903   2M05410464-7712171   4647842809768516480      5075.876          94.40617     3.3825593        0.06869382       2.119693043148296   0.025138255142606394    9.732   0.021    9.245   0.022    9.161   0.025      -0.18381155      0.021318998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141436149   2M05394277-7710176   4647843840560652160      4904.749         102.30337     2.8406396       0.060836878     0.31917952435652064   0.021235947430526862   11.068   0.023   10.531   0.021   10.409   0.021      -0.07209755         0.080679       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  364588814   2M05413054-7658064   4647853633086090112     4721.0522         108.17256     2.3339636       0.038337298       0.360482045507012    0.01760256993679268   11.037   0.022   10.462   0.025   10.296   0.019      -0.22048154         0.145789       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141610240   2M05552315-7715240   4647863700489845504     3832.6064          64.86341     1.0911224       0.052488826     0.11891550904570085   0.022748121549742265   10.038   0.024    9.237   0.028    8.982   0.023      -0.29933155         0.242119       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141610781   2M05563673-7710335   4647869610364852736      5072.876          93.35842     2.7614813        0.05166475       1.741348577618762    0.02665487394637369    7.964   0.026    7.511   0.026    7.384   0.021     -0.084687546       -0.0246437       80.41            1.44     7.075         0.016       81.29           2.425    7.13145     0.0416128       78.75            4.36      7.08          0.23  
  141527349   2M05511061-7711322   4647878062860448896      4285.358          71.63597     1.8107454        0.05324131      0.9821984410638409   0.021885135161040098    7.766   0.026    7.067   0.034    6.892   0.023      0.036315452         0.033748        6.99            0.27     1.306         0.007        7.38           0.585    1.23817       0.17418     -9999.0         -9999.0   -9999.0       -9999.0  
  141544048   2M05511376-7703000   4647880807342468224     4993.1377          99.03202      3.355801        0.06499415      0.9650305464368805    0.01788015182460113   11.181   0.024   10.727   0.027   10.596   0.023      -0.15062155      0.015072998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141527398   2M05502658-7703053   4647881704992705152     4006.0928          69.02087     1.2379506       0.056140807     0.36294731964402954   0.019883645803722164    8.932   0.026    8.161   0.027    7.941   0.027      -0.40193155       0.24124901       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
